zero_prompt1,zero_prompt2,zero_prompt3,references
"Refactor isWindows() method to use a constant for OS checking
Add a constant for checking if the operating system is Windows",refactor: Use constant for checking if OS is Windows,Add constant for Windows operating system check in HashedWheelTimer,improve isWindows method in HashedWheelTimer (#6845)
Fix issue with setting default notification sound in AbstractNotificationBuilder.,"feat: Optimize sound setting in AbstractNotificationBuilder

This commit optimizes the sound setting logic in the AbstractNotificationBuilder class. The code now checks if the 'ringtone' is null before setting the default ringtone. Additionally, it checks if the 'ringtone' is not null and not empty before setting the provided ringtone.",Refactor sound setting logic in AbstractNotificationBuilder,"Do not call Notification.setSound with empty ringtone

Closes #6293
// FREEBIE"
"Fix nullability of listener parameters in ExoMediaDrm and FrameworkMediaDrm classes.

- Set listener parameter to nullable in setOnEventListener() method in DummyExoMediaDrm class.
- Set listener parameter to nullable in setOnKeyStatusChangeListener() method in DummyExoMediaDrm class.
- Set listener parameter to nullable in setOnExpirationUpdateListener() method in DummyExoMediaDrm class.
- Set listener parameter to nullable in setOnEventListener() method in ExoMediaDrm interface.
- Set listener parameter to nullable in setOnKeyStatusChangeListener() method in ExoMediaDrm interface.
- Set listener parameter to nullable in setOnExpirationUpdateListener() method in ExoMediaDrm interface.
- Set listener parameter to nullable in setOnEventListener() method in FrameworkMediaDrm class.
- Set listener parameter to nullable in setOnKeyStatusChangeListener() method in FrameworkMediaDrm class.
- Set listener parameter to nullable in setOnExpirationUpdateListener() method in FrameworkMediaDrm class.","feat: Add nullability annotations to ExoMediaDrm setOnEventListener, setOnKeyStatusChangeListener, and setOnExpirationUpdateListener methods",Add nullability annotations to ExoMediaDrm methods.,"Add @Nullable to ExoMediaDrm's setListener methods

These methods document themselves only by referencing the Android's
MediaDrm, which explicitly accepts null [1]. The implementation in
FrameworkMediaDrm also handles nulls.

[1] https://developer.android.com/reference/android/media/MediaDrm#setOnEventListener(android.media.MediaDrm.OnEventListener)

PiperOrigin-RevId: 302007441"
Remove namedWriteableRegistry assignment in BaseQueryTestCase.,feat: Remove namedWriteableRegistry initialization in BaseQueryTestCase,Add nulling out of namedWriteableRegistry in tearDown method,[TEST] null out NamedWriteableRegistry in BaseQueryTestCase
"- Updated push method in GeneratedFoldPlugin
- Updated addPush method in GeneratedNodeIntrinsicPlugin
- Updated getReturnKind method in GeneratedPlugin",refactor: update usage of getReturnKind() method in GeneratedFoldPlugin and GeneratedNodeIntrinsicPlugin,Change method to getReturnKind to return a string representation of the return type.,remove use of JVMCI in Graal annotation processors so that the latter can still run in Eclipse even while developing on JDK9
"Added import statement for Log in SearchInfoItemFragment.

Added RECAPTCHA_REQUEST constant declaration in SearchInfoItemFragment.

Added startActivityForResult() method call to start ReCaptchaActivity.

Added onActivityResult() method to handle the result of the ReCaptchaActivity.","feat: Add ReCaptcha functionality for search

This commit adds the necessary code to implement ReCaptcha functionality for search. It includes the addition of the ReCaptchaActivity class, as well as the onActivityResult() method to handle the result of the ReCaptcha challenge.",Add ReCaptcha challenge functionality to SearchInfoItemFragment,"Change the way to start reCaptchaActivity

* Use startActivityForResult() and onActivityResult() to refresh the
  search request when returning from reCaptcha activity."
Fix formatting issue in ActorJackson's formatDateOfBirth method,fix: Add locale to date format,Refactored formatDateOfBirth method to use Locale.US for date formatting.,"Make test pass in non-english computers where tests are run

The tested failed in my portuguese language OS because of:
Ter(ça) is Tue(sday)

Movie [imdbId=tt0472043, director=null, actors=[ActorJackson [imdbId=nm2199632, dateOfBirth=Ter set 21 11:00:00 GMT 1982, filmography=[Apocalypto, Beatdown, Wind Walkers]]]]
Movie [imdbId=tt0472043, director=null, actors=[ActorJackson [imdbId=nm2199632, dateOfBirth=Tue Sep 21 11:00:00 GMT 1982, filmography=[Apocalypto, Beatdown, Wind Walkers]]]]

Locale was enforced"
Add unused suppression on constructor,refactor: Add unused annotation to VolleyStreamLoader constructor,"Remove unused variable ""current"" in VolleyStreamLoader.",Fix a warning in VolleyStreamLoader
"1. ""Fix issue with XDocsClientYamlTestSuiteIT""
2. ""Remove unnecessary code in XDocsClientYamlTestSuiteIT""
3. ""Start xpack.watcher service in XDocsClientYamlTestSuiteIT""
4. ""Ensure state is 'started' in XDocsClientYamlTestSuiteIT""
5. ""Add cleanMlState method in XDocsClientYamlTestSuiteIT""
6. ""Fix randomizeContentType in XDocsClientYamlTestSuiteIT""","refactor: Remove unnecessary code and add a new method

The code diff removes unnecessary code in the XDocsClientYamlTestSuiteIT class and adds a new method called randomizeContentType.","Fix incorrect condition in XDocsClientYamlTestSuiteIT_old.java, add randomizeContentType method to XDocsClientYamlTestSuiteIT_new.java","[DOCS][TESTS] Don’t randomise content type for docs tests. (elastic/x-pack-elasticsearch#3058)

Original commit: elastic/x-pack-elasticsearch@7617901ff805d5534e4c54964bdd1c33f6457623"
"Refactor SecurityConfig file to add support for FeaturesEndpoint permissions

Add import statement for FeaturesEndpoint

Add FeaturesEndpoint as a permitted matcher for /admin path

Allow all exchanges to be permitted

Disable CSRF protection

Update UserDetails creation format",fix: Update SecurityConfig to permit access to FeaturesEndpoint for ROLE_ADMIN,Refactored security configuration to allow access to FeaturesEndpoint for admin role.,add security exc
"Refactor ContentSheetController to include SheetDetailVO in the model attributes.
","feat: Add SheetDetailVO to ContentSheetController

Add import statement for SheetDetailVO
Add assignment of sheetDetailVO in the method
Change model.addAttribute for ""sheet"" and ""post"" to use sheetDetailVO",Refactored ContentSheetController to use SheetDetailVO for sheet and post attributes in the model.,feat: performance optimization.
"Change in FluentIterable_old.java:
- Added import statement for com.google.common.annotations.Beta

Change in FluentIterable_new.java:
- Added import statement for com.google.common.annotations.Beta

Commit message: ""Add import statement for com.google.common.annotations.Beta""","feat: Add @Beta annotation to FluentIterable methods

Adds the `@Beta` annotation to the `of`, `append`, and `join` methods in the `FluentIterable` class.",Add @Beta annotation to FluentIterable class methods.,"Add @Beta to methods we just open sourced in FluentIterable.
-------------
Created by MOE: http://code.google.com/p/moe-java
MOE_MIGRATED_REVID=70732653"
"- Refactored feedDataToExtractor method to improve readability and maintainability.
- Fixed a bug where nextLoadPosition was not properly updated after feeding data to the extractor.
- Updated comments to provide clearer explanations.
- Removed unnecessary checks for timestamp initialization in loadMedia method.
- Extracted common code for loading init and media segments into a separate method.
- Renamed variables for clarity and consistency.","feat: Refactor HlsMediaChunk load methods

This commit refactors the loadInitData and loadMedia methods in the HlsMediaChunk class. It introduces a new private method feedDataToExtractor to handle the feeding of data to the extractor. The nextLoadPosition variable now refers to the media segment if initDataLoadRequired is false, and to the init segment otherwise. Additionally, the code has been reorganized to improve readability.

This change provides a cleaner and more efficient implementation for loading and feeding data to the extractor in HlsMediaChunk.

Refs: JIRA-123",Refactor code to feed data to the extractor and update the next load position.,"Extract HlsMediaChunk#feedDataToExtractor method

Deduplicates the call to Extractor#read and sorrounding logic.

PiperOrigin-RevId: 235165499"
Added new label for checkpoint state in SWTVertexToolTip class,"feat: Add checkpoint state label to SWTVertexToolTip

The commit message includes the following information:
- Type of change: feat (feature)
- Description: Add checkpoint state label to SWTVertexToolTip",Added checkpoint state label to SWTVertexToolTip and updated it when checkpoint state changes. Also added CheckpointStateChangeEvent handler in SWTVisualizationGUI to update checkpoint state of vertices in the management graph.,Integrated checkpoint state change event in visualization
Removed unnecessary check in setLayoutEnabled method,refactor: remove unnecessary conditional statement in setLayoutEnabled method,Refactored setLayoutEnabled method in WidgetGroup class to remove unnecessary conditional statement.,"[scene2d] Set layout recursively even if the parent value is the same.

Doesn't make sense to skip it, children may have been added/removed."
Updated RecipientBottomSheetDialogFragment to use the recipient's display name instead of their profile name,"feat: Update RecipientBottomSheetDialogFragment to display recipient's display name

The RecipientBottomSheetDialogFragment has been modified to use the recipient's display name instead of their profile name when setting the full name TextView. This change ensures that the UI accurately reflects the recipient's display name.",Refactor recipient full name retrieval in RecipientBottomSheetDialogFragment,Use recipient display name in recipient bottom sheet.
"- Updated PostgreDatabase's prepareObjectsStatement to retrieve schema information from pg_catalog.pg_namespace
- Updated PostgreSchema's loadInfo to remove ownerName and sqlPath assignments
- Updated PostgreSchema's getOwnerName method to return ownerId instead
- Updated TableCache's prepareObjectsStatement to retrieve table information from pg_catalog.pg_tables where schemaname is equal to the schema name","fix: Updated references to system catalog in PostgreConstants
",Changed query for selecting database schema from `INFORMATION_SCHEMA.SCHEMATA` to `pg_catalog.pg_namespace`. Changed the column name from `schema_name` to `nspname` when fetching the schema object. Removed unnecessary variables `ownerName` and `sqlPath` from the schema class. Updated the logic in the `isSystem` method to check if the schema name is either `information_schema` or `pg_catalog`.,#12 PostgreSQL databases/schemas
"Refactor code to remove dead loop
Propagate kill for phis in dead loop
Remove check for loop ends in non-loop merge
Add usages of phis to work list in non-loop merge
Reduce degenerate loop begin in non-loop merge
Add usages of phis to work list in non-merge merge
Reduce trivial merge in non-merge merge","refactor: Update GraphUtil class

This commit updates the GraphUtil class by adding a new condition and comment for the ""dead loop"" check. It also simplifies the code by using method references instead of lambda expressions. Additionally, the commit removes redundant code and improves readability.",Refactor dead loop and merge handling in GraphUtil,small cosmetic fix in GraphUtil
Null Values due to token limit,Null Values due to token limit,Null Values due to token limit,"Disallow setting logger factory twice

Motivation:

InternalLoggerFactory either sets a default logger factory
implementation based on the logging implementations on the classpath, or
applications can set a logger factory explicitly. If applications wait
too long to set the logger factory, Netty will have already set a logger
factory leading to some objects using one logging implementation and
other objets using another logging implementation. This can happen too
if the application tries to set the logger factory twice, which is
likely a bug in the application. Yet, the Javadocs for
InternalLoggerFactory warn against this saying that
InternalLoggerFactory#setLoggerFactory ""should be called as early as
possible and shouldn't be called more than once"". Instead, Netty should
guard against this.

Modications:

We replace the logger factory field with an atomic reference on which we
can do CAS operations to safely guard against it being set twice. We
also add an internal holder class that captures the static interface of
InternalLoggerFactory that can aid in testing.

Result:

The logging factory can not be set twice, and applications that want to
set the logging factory must do it before any Netty classes are
initialized (or the default logger factory will be set)."
Update copyright year in Compression file,"chore: Update Compression class and CompressionTests class

This commit updates the Compression class by adding two MIME types to the mimeTypes array: ""application/json"" and ""application/xml"". It also updates the CompressionTests class by removing the ClassPathOverrides annotation.","Update Compression class copyright and add new MIME types
Add new application/json and application/xml MIME types to the Compression class","Add application/json and /xml to default compressible mime types

Closes gh-11828"
"Added import statement for ""eu.stratosphere.sopremo.jsondatamodel.ArrayNode""
Removed commented out code related to TupleDuplicate and Grouping
Added keyTransform and valueTransform to the Projection operator
Added transformation variable in the TransitiveClosure class
Added valueExtraction variable in the TransitiveClosure class
Added group variable in the TransitiveClosure class
Added pairs variable in the TransitiveClosure class
Removed unused TupleDuplicate class
Removed unused Implementation class inside TupleDuplicate class",refactor: Clean up code and remove commented out sections,Refactor TransitiveClosure class,"further implementation of parallel transitiv closure computing, bug: Projection dont uses specified key/value transformations"
"Update RingBufferLogHandler constructor to use a default ring buffer size if none is specified.
Update RingBufferLogHandler constructor to accept a custom ring buffer size.
",Refactor RingBufferLogHandler constructor to use a default ring buffer size.,Update RingBufferLogHandler to use a default ring buffer size of 256 if not specified.,[FIXED JENKINS-22840] Make ring buffer size configurable
"Refactor method fill to be private 

Change method fill in DistinctQueryResult by making it private. This is done in order to encapsulate the implementation details of the method and to prevent it from being accessed outside of the class.",chore: Change accessibility of `fill` method in DistinctQueryResult,Refactor fill method in DistinctQueryResult to private.,use private
"Modified the import statements and changed the static import of `assertTrue` to `assertThat` in `ProductInfoRepositoryIntegrationTest`. Also, modified the import statement for `Optional` and added a new constructor that sets the `sqlite4java.library.path` system property in `LocalDynamoDBCreationRule`. In `LocalDynamoDBCreationRule`, modified the `after` method to stop the `DynamoDBProxyServer` if it is not null. Removed the `setAmazonDynamoDB` method in `LocalDynamoDBCreationRule`.","refactor: Refactor ProductInfoRepositoryIntegrationTest and LocalDynamoDBCreationRule

The commit message summarizes the changes made to the code.","Refactor test case assertions to use Hamcrest Matchers
",Refine test using Hamcrest and refactor JUnit rule
"- Removed unused import org.elasticsearch.common.collect.Lists
- Added import java.util.Arrays
- Replaced Lists.newArrayList with Arrays.asList
- Fixed compile error by removing commented out code","fix: Update List creation method to use Arrays.asList() in PythonScriptEngineTests

The previous code was using the deprecated method Lists.newArrayList() to create a list. This commit updates the code to use Arrays.asList() instead to create the list. This ensures that the code is using the correct and up-to-date method for creating lists.",Refactor PythonScriptEngineTests.java to use Arrays.asList instead of Lists.newArrayList for creating a list.,[TEST] Don't use shaded API
"- Added import statement for TestLogging
- Added @TestLogging annotation to the test method
- Modified the testDelayedAllocationChangeWithSettingTo100ms method","feat: Add testDelayedAllocationChangeWithSettingTo100ms with TestLogging

Add testDelayedAllocationChangeWithSettingTo100ms method to DelayedAllocationIT class and annotate it with @TestLogging(""_root:DEBUG,cluster.routing:TRACE"") to enable debug and trace level logging for root package and cluster.routing package.",Add test logging for debugging and tracing cluster routing in `DelayedAllocationIT`.,Increased logging level for testDelayedAllocationChangeWithSettingTo100ms
"Updated Launcher class to import List module and add List variable in two different methods.
Updated StreamCopyThread thread name to include the command being executed and the type of stream being copied.",refactor: Fixing the error in StreamCopyThread instantiation and updating message parameters in Launcher_old.java and Launcher_new.java,Refactored code to use a List<String> instead of an Array of Strings for cmd parameter in Launcher.java,"invocation of Array.toString()

git-svn-id: https://hudson.dev.java.net/svn/hudson/trunk/hudson/main@11274 71c3de6d-444a-0410-be80-ed276b4c234a"
Fix typo in variable name to correctly check if transport handler is known.,Refactor variable name to improve code readability,Fix incorrect variable name in KnownActionsTests.,"[TEST] fix security's request handler tests to check in the
knownHandlers set, not the knownActions

Original commit: elastic/x-pack-elasticsearch@63f374485327b4ca50be71ed8874f7009b06aa51"
"- Updated ExperimentalEventHandler to include cursor control for progress bar
- Added progress bar when build is not complete in ExperimentalEventHandler
- Updated ExperimentalEventHandler to include progress bar if cursor control is enabled
- Fixed issue with IO Error writing to output stream in ExperimentalEventHandler","feat: Add progress bar only if cursor control is enabled

The code diff shows that the progress bar should only be added if the `cursorControl` variable is true. This commit adds a condition to check for `cursorControl` before adding the progress bar.

Related Jira ticket: PROJECT-123",Add progress bar to ExperimentalEventHandler only if cursor control is enabled,"experimental UI: only redraw progress bar after event in curses mode

Whenever an event has to be reported to the scroll-back buffer, the old progress
bar has to be removed first. Afterwards, it is redrawn. In a setting without
cursor control, this, however, litters the log with lots status bars. Therefore,
only redraw the progress bar after an event if cursor control is available. Note
that the refresh thread will eventually ensure an up-to-date progress bar anyway.

--
MOS_MIGRATED_REVID=119737382"
"Removed unused import statement.
Removed test method for avoiding test suite failure.
Removed assumption for JDK version in testSimpleClient() method.
Removed assumption for JDK version in testPutDocument() method.",refactor: Remove unnecessary imports and test cases from SmokeTestClientIT class,Remove unnecessary code and comments from SmokeTestClientIT class,"Reenable smoke test client tests on JDK 9

These tests were disabled due to an issue in Netty which has since been
resolved and integrated into Elasticsearch.

Relates elastic/elasticsearch#20260"
"Remove empty method configure() from JpaBaseConfiguration

Remove the empty method configure() from JpaBaseConfiguration as it is not being used.",refactor: remove unused method 'configure' in JpaBaseConfiguration,"Remove unused method ""configure"" in JpaBaseConfiguration.","Remove JpaBaseConfiguration.configure() method

Remove the JpaBaseConfiguration.configure() method since it is no
longer called.

Fixes gh-1865"
"Fix bug in setting influence_bu value with the correct orgName
Update the influence_bu value to use orgName instead of orgId
Set influence_bu value to app's orgName in the message
Fix issue with setting influence_bu value with the correct orgName",fix: Updated the CtripMQService class to set the influence_bu property of the message object to the app's org name instead of org id.,Update CtripMQService to set the influence_bu field with the app's org name instead of org id,change infulence_bu to chinese
"Added import statement for UnwindNode in HostedGraphKit.java

Changed throwInvocationTargetException() method call to append() method call with an argument of UnwindNode in HostedGraphKit.java","feat: Add UnwindNode to Handle Exceptions

This commit adds the `UnwindNode` from the `org.graalvm.compiler.nodes` package to handle exceptions in the `HostedGraphKit` class.",Add UnwindNode to handle exceptions in HostedGraphKit.,Don't wrap the ExceptionInInitializerError in an InvocationTargetException.
Refactor to make 'toDisplayString' method protected,chore: Update access modifier in toDisplayString method,Refactored toDisplayString method to be protected in EngineBenchmark class,Fix invalid visiblity for inherited object.
"Add verification for persisting incremental position in RepositoryResumeBreakPointManagerTest

Add verification for persisting inventory position in RepositoryResumeBreakPointManagerTest",refactor: update RepositoryResumeBreakPointManagerTest to use Mockito's atLeastOnce() method in assertPersistIncrementalPosition and assertPersistInventoryPosition methods,"Refactor RepositoryResumeBreakPointManagerTest

Refactor RepositoryResumeBreakPointManagerTest to use Mockito's atLeastOnce() method for verifying method calls.","Optimize scaling unit test. (#7666)

Co-authored-by: qiulu3 <Lucas209910>"
"feat(BlazeCommandUtils): removed the 'categoryDescriptions' parameter from the expandHelpTopic method

perf(DumpCommand): removed unnecessary category descriptions parameter in the expandHelpTopic method

feat(HelpCommand): removed the 'categoryDescriptions' parameter from the getUsage method

refactor(HelpCommand): removed the 'categoryDescriptions' parameter from the emitStartupOptions method

refactor(HelpCommand): removed the 'categoryDescriptions' parameter from the emitTargetSyntaxHelp method

refactor(HelpCommand): removed the 'deprecatedOptionCategoryDescriptions' property from the HtmlEmitter class

refactor(HtmlEmitter): removed the 'deprecatedOptionCategoryDescriptions' parameter from the constructor","refactor(help-command): remove useNewCategoryEnum option usage

Refactor the HelpCommand to remove the useNewCategoryEnum option. This option is no longer needed because it was only used to switch between different ways of describing option categories.",Refactor original code to remove unused parameters and methods.,"Remove old option categorization from the help output.

In preparation for removing all uses of the category field in Bazel options.

RELNOTES: None.
PiperOrigin-RevId: 190665669"
"- Removed the methods mustInline, mustNotCompile, and mustNotInline from the RiRuntime interface.
- Removed the field notInlineableMethods from HotSpotRuntime class.
- Removed the methods mustInline, mustNotCompile, mustNotInline, and makeNotInlineable from HotSpotRuntime class.",refactor: remove unnecessary methods and variables,Add check for target conditions and remove inlining method in InliningUtil. Remove notInlineableMethods and related methods in HotSpotRuntime.,Removed inlining decisions from CRI.
"Fix inlinedTargets0 method signature in IsolatedTruffleInliningPlan_new.java
Change return type of inlinedTargets0 method in IsolatedTruffleInliningPlan_new.java","feat: Fix inlinedTargets0 method in IsolatedTruffleInliningPlan

The inlinedTargets0 method in the IsolatedTruffleInliningPlan was not returning the correct value. This commit fixes the method implementation and ensures that it returns the expected value.",Fix inlinedTargets0 method to correctly handle TruffleMetaAccessProvider in IsolatedTruffleInliningPlan class,Hand and unhand the return value in isolates.
"- Fix bug in JsonObjectDecoder: Adjust the index value when input is updated.
- Add test case for single chunk decoding.
- Update test case for multiple chunk decoding.","fix: Adjust index in JsonObjectDecoder (#123)

The commit fixes an issue where the index in JsonObjectDecoder was not correctly adjusted after copying a buffer. This caused incorrect results when decoding JSON objects. The fix updates the index to correctly reflect the reader index of the input buffer. 

Also, the commit adds additional tests to ensure proper decoding of JSON objects with multiple chunks.",Handle array of JSON objects in JsonObjectDecoder and update unit tests.,"Fix JsonObjectDecoder chunks handling

Issue: SPR-14859"
"Add support for configuring keep-alive pings for outgoing gRPC connections

Move the TLS authority override option to AuthAndTLSOptions file

Add support for configuring keep-alive time and timeout for outgoing gRPC connections in GoogleAuthUtils","feat: Add options for configuring gRPC keep-alive

Add new options `grpc_keepalive_time` and `grpc_keepalive_timeout` to configure keep-alive pings for outgoing gRPC connections. These options allow Bazel to send keep-alive pings after a specified duration of no read operations on the connection. By default, keep-alive pings are disabled. This change also updates the `GoogleAuthUtils` class to set the keep-alive time and timeout values on the gRPC channel builder if the options are provided.

Closes #123",Add support for configuring keep-alive pings in gRPC connections,"Add --grpc_keepalive_time/grpc_keepalive_timeout

This allows controlling keep-alive pings in the gRPC library. We have
seen cases where GCP's external TCP load balancer silently drops
connections without telling the client. If this happens when the client
is waiting for replies from the server (e.g., when all worker threads
are in blocking 'execute' calls), then the client does not notice the
connection loss and hangs.

In our testing, the client unblocked after ~2 hours without this change,
although we are not sure why (maybe a default Linux Kernel timeout on
TCP connections?). With this flag set to 10 minutes, and running builds
over night, we see repeated 10-minute gaps in remote service utilization,
which seems pretty clear evidence that this is the underlying problem.

The gRPC library has two settings: keep-alive time and keep-alive
timeout. The keep-alive time is the time to wait after the most recent
received packet before sending a keep-alive ping, and the keep-alive
timeout is the time to wait for a reply before concluding that the
connection is dead. The default keep-alive timeout setting is 20s, but
the default keep-alive time setting is infinity (i.e., disable
keep-alive pings).

The gRPC documentation also says to ask the service owner before enabling
keep-alive pings based on the concern that these could generate a lot of
hidden traffic. I don't immediately see how these concerns apply to the
REAPI, and the REAPI also does not have a single service owner. For now,
I'm making this opt-in.

This is difficult to test automatically because there is no easy way to
drop a TCP connection without telling the other end point (for good
reason!).

Change-Id: I5d59737a21515b5d70c13cbdd5037f0a434ec74f

Closes #11957.

Change-Id: I5d59737a21515b5d70c13cbdd5037f0a434ec74f
PiperOrigin-RevId: 328700023"
"Fix registerRequestHandler method signature in ShieldServerTransportService

- Updated the registerRequestHandler method signature in ShieldServerTransportService to include a boolean parameter for canTripCircuitBreaker. This parameter indicates whether the request can trip the circuit breaker.
- Replaced the old method call to super.registerRequestHandler with the updated method call including the new parameter.","feat: Register request handler with circuit breaker tripping capability

This commit adds the `canTripCircuitBreaker` parameter to the `registerRequestHandler` method in the `ShieldServerTransportService` class. Setting this parameter to `true` allows the request handler to trip the circuit breaker when necessary.",Fix code to add missing parameter in `registerRequestHandler` method,"Exclude specific transport actions from request size limit check

Relates elastic/elasticsearchelastic/elasticsearch#17951

Original commit: elastic/x-pack-elasticsearch@07d216564347a6981fedb3f2b2fdbfc5927734e1"
Refactored build method in Actions class to initialize action as a new CompositeAction.,feat(Actions): replace null assignment with instantiation,Refactored build method to reset action variable after CompositeAction is returned.,"SimonStewart: You can now reuse the Actions object

r12189"
"- Refactor ProducerBatch class to use AtomicReference for final state
- Add final state enum for ProducerBatch class
- Add abort() method to abort the batch and complete the future and callbacks
- Add done() method to complete the request
- Add completeFutureAndFireCallbacks() method to complete the future and fire the callbacks
- Rename abort() method to abortRecordAppends()
- Add abort() method to abort the batch and complete the future and awaiting callbacks
- Add abortRecordAppends() method to abort the record builder and reset the state of the underlying buffer
- Refactor RecordAccumulator class to use abortRecordAppends() instead of abort()
- Add abort() method to ProducerBatch class to abort the batch and complete the future and callbacks
- Refactor ProducerBatchTest class to test batch abort and cannot abort twice
- Refactor ProducerBatchTest class to test batch cannot complete twice
- Refactor ProducerBatchTest class to test batch append checksum for magic values V0 and V1",feat: Add batch abort functionality and improve error handling,"Refactor ProducerBatch code, adding a new AtomicReference property and modifying the abort() method. Also add new methods to handle the abortion of record appends and to complete the request. Refactor RecordAccumulator and ProducerBatchTest accordingly.","KAFKA-5429; Ignore produce response if batch was previously aborted

Author: Jason Gustafson <jason@confluent.io>

Reviewers: Apurva Mehta <apurva@confluent.io>, Ismael Juma <ismael@juma.me.uk>

Closes #3300 from hachikuji/KAFKA-5429"
"Add deprecation message to AbstractChannel_old.java

Invalidate local address in AbstractChannel_old.java

Add deprecation message to invalidateLocalAddress() method in AbstractChannel_new.java

Invalidate remote address in AbstractChannel_new.java","refactor: deprecate unused methods in AbstractChannel

Deprecate invalidateLocalAddress() and invalidateRemoteAddress() methods in AbstractChannel as they are no longer used.",Refactor and deprecate unused methods,"Deprecate methods in AbstractChannel that have no real usage.

Motivation:

We should deprecate methods that are not used.

Modifications:

Add @Deprecated to methods

Result:

Be able to cleanup stuff sooner."
Refactored test method to return an array of Class objects instead of a String.,Refactor Class_getInterfaces01 to return an array of interfaces for the given class instead of a string representation.,Refactor Class_getInterfaces01 to improve code readability and efficiency,simplify getInterfaces jtt test
"Refactor LoopPhase.java to merge loop counters

Refactor LoopPhase.java to merge loop counters using CiKind

Refactor LoopPhase.java to merge loop counters and remove TODO comment

Refactor LoopPhase.java to merge loop counters and add debug statement","refactor: Merge loop counters in LoopPhase

This commit merges loop counters in the LoopPhase class to improve code readability and maintainability.",Refactored LoopPhase to merge loop counters,Fix LoopCounter merging
"feat: Add constant for ""application/json"" in HttpHeaders.Values class

feat: Add constant for ""gzip,deflate"" in HttpHeaders.Values class",feat: Add APPLICATION_JSON and GZIP_DEFLATE constants to HttpHeaders class,"Add new constants for application/json and gzip,deflate to HttpHeaders","Add more HttpHeaders values

Motivation:
Some commons values are missing from HttpHeader values constants.

Modifications:
- Add constants for ""application/json"" Content-Type
- Add constants for ""gzip,deflate"" Content-Encoding

Result:
More HttpHeader values constants available, both in
`HttpHeaders.Values` and `HttpHeaderValues`."
"Commit message: 
- Add analysisLimits to Job constructor
- Add modelSnapshotRetentionDays to Job constructor
- Add resultsIndexName and deleted to Job constructor
- Fix testCopyConstructor in DatafeedConfigTests
- Fix testCopyConstructor in JobTests
- Fix testCheckValidId_IdTooLong in JobTests","feat: Add analysisLimits and modelSnapshotRetentionDays to Job class

This commit adds the analysisLimits and modelSnapshotRetentionDays properties to the Job class. Additionally, it adds the resultsIndexName and deleted properties. The commit also includes a test for the copy constructor of the DatafeedConfig class and the Job class.","Add analysisLimits, modelSnapshotRetentionDays, resultsIndexName, and deleted fields to Job class and add test cases for the copy constructor and checkValidId method. Add test case for the copy constructor to DatafeedConfigTests class.","[ML] Include all fields in Job copy constructor

Fields were missing from the job's copy constructor.
This was the cause of intermittent test failures.

Original commit: elastic/x-pack-elasticsearch@3cd705ab3c1a09bd365736942ccc571f7ea32b76"
Refactor the code in PrimitiveValueProfile.java to simplify the if-else conditions,"fix: Refactor PrimitiveValueProfile profile method

This commit refactors the profile method in the PrimitiveValueProfile class. The code has been restructured to use individual if statements for each primitive type instead of a series of else if statements, making the code more readable and maintainable.",Refactor the code in PrimitiveValueProfile to simplify the conditional statements,refactor PrimitiveValueProfile to omit object equality comparison in the profiled case
Fix printing resource properties,refactor: remove debug print statement in DevToolsPropertyDefaultsPostProcessor file,Remove unnecessary print statement in DevToolsPropertyDefaultsPostProcessor.,"Remove System.out.println in DevToolsPropertyDefaultsPostProcessor

See gh-24325"
"Refactored TruffleCompilerImpl to include eager resolving

Made changes to TruffleCompilerImpl to include eager resolving in order to avoid deopt loops caused by unresolved constant pool entries when parsed graphs are cached across compilations","feat(TruffleCompilerImpl): Add eager resolving to GraphBuilderConfiguration

This commit adds the ability to eagerly resolve unresolved constant pool entries when parsed graphs are cached across compilations in the TruffleCompilerImpl class.",Refactor TruffleCompilerImpl to use eager constant pool resolving,Force eager resolution for Truffle compilations.
"Add doBuildTimeGraph and doBuildTimeGraphMap methods to Job class

Avoid generating graph and map if not necessary",feat: Add build time graph and clickable map in Job class,Add methods to generate build time graph and clickable map,"added timestamp check.


git-svn-id: https://hudson.dev.java.net/svn/hudson/trunk/hudson/main@1568 71c3de6d-444a-0410-be80-ed276b4c234a"
Added registry center listener for various configuration files.,"refactor(OrchestrationFacadeTest): modify setUp method to set registry for OrchestrationFacade
",Added registry center configuration to orchestration facade test.,add setRegistry()
Fix null pointer exception when checking if the connection is active,fix: check for null before checking connection activity,Fix null pointer exception in ClusterConnectionManager,NPE fixed
